n,t,j,p
129,1,7,0.0007786373466614093
129,1,8,0.000596195889736044
129,2,1,0.00780692228763493
129,2,2,0.8999946042923869
129,2,3,0.012917859601327412
129,2,4,0.05069970670335769
129,2,5,0.013629602085126282
129,2,6,0.005274110947041905
129,2,7,0.004582739346188141
129,2,8,0.0050944547369366645
129,3,1,0.007858996084209155
129,3,2,0.9059977556259222
129,3,3,0.004249338842088771
129,3,4,0.05103788429959496
129,3,5,0.013720514367869592
129,3,6,0.005309290364800573
129,3,7,0.006697784605133872
129,3,8,0.00512843581038068
129,4,1,0.007858996084209155
129,4,2,0.9059977556259222
129,4,3,0.004249338842088771
129,4,4,0.05103788429959496
129,4,5,0.013720514367869592
129,4,6,0.005309290364800573
129,4,7,0.006697784605133872
129,4,8,0.00512843581038068
129,5,1,0.003922241095406745
129,5,2,0.9530856788839365
129,5,3,0.002120745608747287
129,5,4,0.02547181409400464
129,5,5,0.006847587748759158
129,5,6,0.002649742617649288
129,5,7,0.0033427076111187896
129,5,8,0.0025594823403776823
129,6,1,0.003924831547822579
129,6,2,0.9537151463336181
129,6,3,0.0014616941475108934
129,6,4,0.02548863700742339
129,6,5,0.006852110252550978
129,6,6,0.0026514926457577763
129,6,7,0.003344915309420863
129,6,8,0.002561172755895403
130,1,1,0.4503899425784424
130,1,2,0.05883325742161812
130,1,3,0.0479822072363576
130,1,5,0.06058398102673094
130,1,7,0.005071001309934825
130,1,8,0.008437460229989018
130,1,9,0.18891678452155705
130,1,10,0.08677889892968596
130,1,11,0.09300646674568401
131,1,3,0.010055231543766594
131,1,5,0.97776895357884
131,1,12,0.0017577221744757858
131,1,13,0.0030102967418950384
131,1,14,0.0004502648350860242
131,1,15,0.004972486359924435
131,1,18,0.001985044766012164
132,1,2,0.04575038609747944
132,1,3,0.008753324636221716
132,1,5,0.011059416095761547
132,1,7,0.0027773854005668486
132,1,8,0.0018152098639918526
132,1,9,0.07366316359437657
132,1,10,0.08824490667955603
132,1,11,0.026269564036071273
132,1,12,0.7416666435959748
133,1,1,0.007168043956998646
133,1,2,0.07815300880861019
133,1,3,0.02613594147880938
133,1,4,0.030064598736790148
133,1,5,0.1670710729846834
133,1,6,0.024874847881525032
133,1,7,0.6418583300005072
133,1,8,0.024674156152076115
134,1,1,0.01903108342347455
134,1,2,0.6053377435860465
134,1,3,0.020682030839797146
134,1,4,0.1888709570069519
134,1,5,0.054749180103430474
134,1,6,0.019062416537003805
134,1,7,0.06940978047448147
134,1,8,0.0228568080288141
135,1,3,0.03341513158037837
135,1,5,0.3958008038226204
135,1,13,0.21903728701189906
135,1,14,0.08254596098244799
135,1,15,0.03824459003270289
135,1,16,0.23095622656995135
135,2,3,0.04637296008060459
135,2,5,0.5492857279758689
135,2,12,0.04728983109111315
135,2,13,0.30397627919954784
135,2,15,0.05307520165286559
136,1,2,0.9574998569732907
136,1,3,0.0019278790060361433
136,1,5,0.012070447673991085
136,1,12,0.0016836049124247898
136,1,16,0.02681821143425741
136,2,1,0.0006601686673861435
136,2,2,0.030362592173894535
136,2,3,0.0008319956412208679
136,2,4,0.019187690925040485
136,2,5,0.0033712513234674655
136,2,6,0.0003866283994253899
136,2,7,0.004989478534525595
136,2,8,0.0015894446460564503
136,2,19,0.4470433900830853
136,2,20,0.49157735960589777
136,3,1,0.0006601686673861435
136,3,2,0.030362592173894535
136,3,3,0.0008319956412208679
136,3,4,0.019187690925040485
136,3,5,0.0033712513234674655
136,3,6,0.0003866283994253899
136,3,7,0.004989478534525595
136,3,8,0.0015894446460564503
136,3,19,0.4470433900830853
136,3,20,0.49157735960589777
136,4,2,0.8918909065306722
136,4,3,0.004287457635436479
136,4,5,0.026843766066727608
136,4,10,0.03754300043759347
136,4,12,0.0037442104583500515
136,4,13,0.03569065887122025
136,5,2,0.9514871668575362
136,5,3,0.0029601758838265365
136,5,5,0.02863746982461105
136,5,10,0.01292078837126217
136,5,12,0.003994399062763995
136,6,2,0.9528299859814495
136,6,3,0.0029643535342724985
136,6,5,0.028677885442898347
136,6,10,0.012939023280071576
136,6,12,0.002588751761308095
136,7,2,0.9310855072918336
136,7,3,0.0028967041915746177
136,7,5,0.028023429057130813
136,7,10,0.02536490759302713
136,7,12,0.0025296740052187044
136,7,13,0.010099777861215242
136,8,2,0.9310855072918336
136,8,3,0.0028967041915746177
136,8,5,0.028023429057130813
136,8,10,0.02536490759302713
136,8,12,0.0025296740052187044
136,8,13,0.010099777861215242
137,1,3,0.023190763418525877
137,1,5,0.8291115034454738
137,1,11,0.12736311653745788
137,1,12,0.005208644154178405
137,1,14,0.015125972444364068
138,1,1,0.0028087302442743258
138,1,2,0.11460202096604212
138,1,3,0.0007974750029882591
138,1,5,0.05081338802963103
138,1,6,0.5841428181071524
138,1,7,0.054971628488934506
138,1,10,0.05604477660111194
138,1,12,0.004690704169566288
138,1,17,0.13112845839029896
138,2,3,0.008503315486841903
138,2,5,0.17971712924232552
138,2,13,0.07229007877464935
138,2,14,0.21589612744164483
138,2,15,0.15321581013535562
138,2,16,0.3703775389191828
138,3,3,0.016153018703345748
138,3,5,0.3413932076794016
138,3,12,0.09501116887544832
138,3,13,0.1373232589476612
138,3,14,0.41011934579414305
138,4,3,0.02294683596041115
138,4,5,0.8420811351803483
138,4,12,0.13497202885924048
139,1,2,0.501001271901368
139,1,3,0.03528830400114775
139,1,5,0.3285471339140639
139,1,7,0.05490597166014631
139,1,8,0.017213704465245488
139,1,9,0.023829396197611374
139,1,10,0.01340296656556303
139,1,11,0.025811251294854048
140,1,1,0.0023928533361522336
140,1,2,0.013600875679876204
140,1,3,0.003205977511922231
140,1,4,0.006357944422647061
140,1,5,0.011607516248159004
140,1,6,0.005211345744843897
140,1,7,0.10335061965719212
140,1,8,0.0037274649814268
140,1,17,0.8505454024177804
141,1,2,0.061694643662695135
141,1,3,0.7303184526634924
141,1,5,0.05396715278551815
141,1,10,0.058438543362912786
141,1,12,0.03670835279622455
141,1,13,0.05263730555364243
141,1,14,0.006235549175514592
142,1,1,0.006102026488824764
142,1,2,0.049398150148358605
142,1,3,0.1347172590263638
142,1,4,0.039254022225806914
142,1,5,0.26833646041535414
142,1,6,0.011426467997746149
142,1,7,0.27155295061597545
142,1,8,0.053004531395002615
142,1,17,0.16620813168656753
142,2,1,0.006812353498937458
142,2,2,0.055148508715998905
142,2,3,0.06388236500578051
142,2,4,0.026217305069937837
142,2,5,0.29957307270803074
142,2,6,0.012756604611189567
142,2,7,0.30316398931788646
142,2,8,0.059174702956399435
142,2,17,0.1732710981158391
142,3,1,0.0070033418408570625
142,3,2,0.05669462963304325
142,3,3,0.06567334472699726
142,3,4,0.02695232265610521
142,3,5,0.30797178021039273
142,3,6,0.013114243533420347
142,3,7,0.3116633702819816
142,3,8,0.06083370059987031
142,3,17,0.1500932665173323
142,4,1,0.0033813325526018353
142,4,2,0.027373131440982655
142,4,3,0.03170820779704536
142,4,4,0.013013039779615201
142,4,5,0.14869401342555322
142,4,6,0.017691481874838738
142,4,7,0.4204426166361401
142,4,8,0.09739536094071224
142,4,17,0.24030081555251062
142,5,1,0.0032743345380656843
142,5,2,0.037334108229965246
142,5,3,0.0307048414537459
142,5,4,0.012601258507634902
142,5,5,0.14398877844424274
142,5,6,0.020331641496615364
142,5,7,0.40713823899607765
142,5,8,0.11192999976425469
142,5,17,0.23269679856939784
142,6,1,0.006662277377973304
142,6,2,0.07596358337723243
142,6,3,0.06247503675430632
142,6,4,0.02563973794168417
142,6,5,0.292973479086774
142,6,6,0.012475576661448062
142,6,7,0.29648528781774514
142,6,8,0.057871084481479186
142,6,17,0.16945393650135737
143,1,3,0.09446241645372726
143,1,5,0.8758346528957804
143,1,13,0.01848642664046312
143,1,14,0.011216504010028903
144,1,2,0.005721491650498216
144,1,3,0.000952297691539505
144,1,5,0.01797957371096344
144,1,7,0.6173091094511747
144,1,8,0.0003231768261398546
144,1,9,0.003397018363873154
144,1,10,0.3524312054493484
144,1,11,0.0018861268564626856
144,2,2,0.014523215979399364
144,2,3,0.002417276104861106
144,2,5,0.045638663511658725
144,2,7,0.02742484204287453
144,2,8,0.0019875508843885175
144,2,9,0.008622861728762574
144,2,10,0.8945979173412331
144,2,11,0.00478767240682207
144,3,2,0.022534575027231656
144,3,3,0.0037507043773082884
144,3,5,0.0708140599509687
144,3,7,0.042553051714011074
144,3,8,0.0023949575910291137
144,3,9,0.013379441912305765
144,3,10,0.8371445405145317
144,3,11,0.007428668912613706
144,4,1,0.00064733250242238
144,4,2,0.0016304226277359096
144,4,3,0.0009607240919376625
144,4,4,0.001058270420565513
144,4,5,0.01813866586084762
144,4,6,0.023240588183132002
144,4,7,0.9099952871711154
144,4,8,0.02722003925662727
144,4,10,0.017108669885616185
144,5,1,0.0006085622653694129
144,5,2,0.005426412756825651
144,5,3,0.000903184109552202
144,5,4,0.0009948881635060693
144,5,5,0.017052299314106907
144,5,6,0.04110950371841708
144,5,7,0.8554935699412788
144,5,8,0.048148622410853964
144,5,10,0.030262957320089875
144,6,1,0.0011355891622845333
144,6,2,0.019052262496464276
144,6,3,0.039744777356486904
144,6,4,0.001856480890212355
144,6,5,0.03181992607014024
144,6,6,0.0009188314828304122
144,6,7,0.848428906144528
144,6,8,0.0005719525323941442
144,6,10,0.05647127386465907
145,1,2,0.09239465705735259
145,1,3,0.7011498186010089
145,1,5,0.03820277117640989
145,1,10,0.062272957934035
145,1,12,0.05097403760988473
145,1,13,0.05500575762130907
146,1,2,0.05466148531398101
146,1,3,0.017981364208484844
146,1,5,0.020569659112252246
146,1,10,0.1189672038749709
146,1,12,0.023945982368458144
146,1,13,0.5308196202115141
146,1,14,0.07199654355711102
146,1,16,0.16105814135322763
146,2,1,0.001837449300563322
146,2,2,0.02571505739691525
146,2,5,0.009676831166738446
146,2,7,0.20299931899416476
146,2,12,0.004533863572429841
146,2,17,0.7552374795691884
146,3,1,0.001837449300563322
146,3,2,0.02571505739691525
146,3,5,0.009676831166738446
146,3,7,0.20299931899416476
146,3,12,0.004533863572429841
146,3,17,0.7552374795691884
147,1,1,0.006164787755874799
147,1,2,0.1442435119089934
147,1,3,0.0038490667679285887
147,1,5,0.4864797418255595
147,1,7,0.27606570491628685
147,1,12,0.0016241904389374825
147,1,17,0.08157299638641936
147,2,1,0.009308939492507547
147,2,2,0.14337725708444318
147,2,3,0.005812159487749353
147,2,5,0.48355818634049735
147,2,7,0.27440779153348266
147,2,12,0.002452556538701595
147,2,17,0.08108310952261825
147,3,1,0.008446770663253654
147,3,2,0.1976372769032454
147,3,3,0.005273852976570188
147,3,5,0.4387723333731565
147,3,7,0.24899288314837723
147,3,10,0.025078064607054747
147,3,12,0.002225407377258103
147,3,17,0.07357341095108426
148,1,1,0.03486901139404963
148,1,2,0.011553916142451244
148,1,3,0.1353147960856154
148,1,4,0.004375326428938623
148,1,5,0.005003882118209064
148,1,6,0.014586959303052165
148,1,7,0.0009874040304934761
148,1,8,0.003713017408253289
148,1,13,0.7895956870889372
149,1,2,0.2072442628341932
149,1,3,0.007824544100870839
149,1,5,0.5958152391253108
149,1,10,0.13283769243278337
149,1,12,0.026451196268933334
149,1,13,0.029827065237908353
149,2,2,0.17002188236634097
149,2,3,0.05712827009275366
149,2,5,0.48880305352377246
149,2,10,0.03496804624300886
149,2,12,0.19312448945873792
149,2,14,0.04072032390713043
149,2,16,0.015233934408255706
149,3,2,0.22409558776242308
149,3,3,0.008460768878608253
149,3,5,0.644261821213445
149,3,12,0.02860198055107673
149,3,13,0.020829908759452946
149,3,14,0.053671002772353475
149,3,16,0.020078930062640575
149,4,2,0.2306486952228771
149,4,3,0.008708182619383751
149,4,5,0.6631016251972495
149,4,10,0.047437036504895835
149,4,12,0.029438372976311487
149,4,16,0.02066608747928244
149,5,2,0.2362599065119206
149,5,3,0.0057609301324652125
149,5,5,0.6792335323016642
149,5,10,0.048591082637685926
149,5,12,0.030154548416264155
149,6,2,0.2487235825828652
149,6,3,0.0060648427518277676
149,6,5,0.715065878331583
149,6,12,0.020502452782004223
149,6,13,0.009643243551719924
150,1,1,0.010677466788079983
150,1,2,0.08745754977435857
150,1,3,0.016633864586866
150,1,4,0.07162390492522999
150,1,5,0.30622211037056796
150,1,6,0.021166474741380014
150,1,7,0.4594500195548107
150,1,8,0.026768609258706708
151,1,2,0.13653080247956542
151,1,3,0.038829500761921
151,1,5,0.00583602640479333
151,1,12,0.12910987575805027
151,1,13,0.13056085342466855
151,1,14,0.10012438908772764
151,1,16,0.4590085520832738
152,1,2,0.08189863035353456
152,1,3,0.008120283708520516
152,1,5,0.029498761967604863
152,1,10,0.5420106403185154
152,1,12,0.013124830440866039
152,1,13,0.11497526697623199
152,1,14,0.028703828299803013
152,1,16,0.1816677579349235
152,2,3,0.009724193308882578
152,2,5,0.9745585740260359
152,2,12,0.015717232665081515
153,1,1,0.0015266890563632762
153,1,2,0.05780137101085601
153,1,3,0.0006852252030547668
153,1,5,0.7852849284675268
153,1,7,0.128343977878201
153,1,12,0.00016736376573023472
153,1,17,0.026190444618267927
153,2,1,0.0027573018346650807
153,2,2,0.02314084339258934
153,2,3,0.003378797478558846
153,2,4,0.016546819212066417
153,2,5,0.8583480438511762
153,2,6,0.0033131713694263777
153,2,7,0.08490125247706279
153,2,8,0.007613770384454933
153,3,2,0.055358427546838
153,3,3,0.06024998670910337
153,3,5,0.7520952886745309
153,3,7,0.07439153901262574
153,3,8,0.01102317696532955
153,3,9,0.0024300323101139306
153,3,10,0.0022006496365694008
153,3,11,0.04225089914488901
153,4,1,0.0007164961665293763
153,4,2,0.016417380372890377
153,4,3,0.010813829365336848
153,4,4,0.004299758693317046
153,4,5,0.22304525215029966
153,4,6,0.0008609411401408034
153,4,7,0.7418678727162556
153,4,8,0.001978469395230168
153,5,1,0.002403336617880032
153,5,2,0.09099177788368484
153,5,3,0.0010786917055125196
153,5,5,0.7481586740842995
153,5,7,0.12227620426059158
153,5,10,0.009875621251051334
153,5,12,0.0002634665290939619
153,5,17,0.024952227667886368
154,1,1,0.006483509239076493
154,1,2,0.0739467211929624
154,1,3,0.006663805106686844
154,1,4,0.02269015754838888
154,1,5,0.031169209023250825
154,1,6,0.015229616462017146
154,1,7,0.35592343490332184
154,1,8,0.008159244066254663
154,1,17,0.479734302458041
154,2,1,0.006483509239076493
154,2,2,0.0739467211929624
154,2,3,0.006663805106686844
154,2,4,0.02269015754838888
154,2,5,0.031169209023250825
154,2,6,0.015229616462017146
154,2,7,0.35592343490332184
154,2,8,0.008159244066254663
154,2,17,0.479734302458041
154,3,1,0.031368228882610476
154,3,2,0.07016555070339345
154,3,3,0.032240528409493895
154,3,4,0.021529925522661097
154,3,5,0.029575411604777332
154,3,6,0.014450869610167368
154,3,7,0.3377237477922381
154,3,8,0.007742031614062139
154,3,17,0.4552037058605961
154,4,1,0.031368228882610476
154,4,2,0.07016555070339345
154,4,3,0.032240528409493895
154,4,4,0.021529925522661097
154,4,5,0.029575411604777332
154,4,6,0.014450869610167368
154,4,7,0.3377237477922381
154,4,8,0.007742031614062139
154,4,17,0.4552037058605961
155,1,3,0.030285608521325308
155,1,5,0.9251881343717964
155,1,12,0.012306650581256157
155,1,14,0.0322196065256221
156,1,1,0.003223237083175232
156,1,2,0.13953906612018918
156,1,3,0.002579356636052651
156,1,4,0.09031396763624165
156,1,5,0.07162672832050349
156,1,6,0.4988680342071007
156,1,7,0.17268197792198342
156,1,8,0.02116763207475362
156,2,1,0.008996603849232059
156,2,2,0.3894773071233283
156,2,3,0.007199423821965244
156,2,4,0.10786946590535709
156,2,5,0.19992240194796362
156,2,6,0.19213462177479498
156,2,7,0.0882567398653477
156,2,8,0.006143435712010965
156,3,1,0.06148330195012309
156,3,2,0.37781782382866247
156,3,3,0.005262802968988213
156,3,4,0.10464026047355054
156,3,5,0.19393747840271675
156,3,6,0.1863828350289736
156,3,7,0.06451597295598337
156,3,8,0.005959524391002052
156,4,3,0.0220709073705253
156,4,5,0.8133263104703548
156,4,11,0.15256755930619872
156,4,12,0.010108901538963667
156,4,14,0.001926321313957589
156,5,3,0.024777184076341077
156,5,5,0.9130542469480576
156,5,12,0.011348428500724074
156,5,14,0.002162521775151214
156,5,15,0.03979036492544029
156,5,18,0.008867253774285745
156,6,3,0.02378338435545042
156,6,5,0.8764321250402882
156,6,12,0.0108932490484579
156,6,13,0.012168066459778954
156,6,14,0.0036554767246730164
156,6,15,0.028781850690863066
156,6,16,0.044285847680488405
156,7,3,0.025701969305706892
156,7,5,0.9471331430238051
156,7,12,0.011771997983908601
156,7,13,0.01314965380809519
156,7,14,0.002243235878484345
156,8,3,0.025701969305706892
156,8,5,0.9471331430238051
156,8,12,0.011771997983908601
156,8,13,0.01314965380809519
156,8,14,0.002243235878484345
157,1,1,0.0026468608028937675
157,1,2,0.008243298178413388
157,1,3,0.027068089715953574
157,1,4,0.041230341103505985
157,1,5,0.7000416237450093
157,1,6,0.005599377304457769
157,1,7,0.21180999406193032
157,1,8,0.0033604150878358777
157,2,1,0.0004258340645007679
157,2,2,0.0013262039183805294
157,2,3,0.000526575443043755
157,2,4,0.001360180354829542
157,2,5,0.1126245738473082
157,2,6,0.03633164479208636
157,2,7,0.8104294217641507
157,2,8,0.036975565815700086
157,3,1,0.00045880653332281866
157,3,2,0.0014288923150961583
157,3,3,0.0005673483492662127
157,3,4,0.0014654995579669464
157,3,5,0.12134513088900635
157,3,6,0.00097059538870199
157,3,7,0.8731812330193606
157,3,8,0.0005824939472790076
157,4,1,0.0030950982690721223
157,4,2,0.009639274530628445
157,4,3,0.0022569298928274382
157,4,4,0.009886226144905391
157,4,5,0.8185914482404223
157,4,6,0.0065476140581180895
157,4,7,0.14605391815928137
157,4,8,0.003929490704744895
157,5,1,0.0006683130316491833
157,5,2,0.002081372617094421
157,5,3,0.0004873304586052302
157,5,4,0.0021346959586042084
157,5,5,0.1767553999568678
157,5,6,0.033623894452933276
157,5,7,0.7500291686459792
157,5,8,0.034219824878266754
157,6,1,0.0030682524909390607
157,6,2,0.009555666902399408
157,6,3,0.010910997313415969
157,6,4,0.009800476546480212
157,6,5,0.8114912780711333
157,6,6,0.006490822389801254
157,6,7,0.14478709858151595
157,6,8,0.0038954077043149493
157,7,1,0.0030067156963974814
157,7,2,0.009364018688108948
157,7,3,0.03074814139507256
157,7,4,0.00960391843614499
157,7,5,0.7952160294733024
157,7,6,0.006360642619724758
157,7,7,0.1418832521855646
157,7,8,0.003817281505684292
157,8,1,0.0028095741055707826
157,8,2,0.008750047256451284
157,8,3,0.002048727127128529
157,8,4,0.008974217476742678
157,8,5,0.7430760305738079
157,8,6,0.0059435938092119904
157,8,7,0.22483081617548323
157,8,8,0.003566993475603628
157,9,1,0.00045692189906252
157,9,2,0.0014230228707536713
157,9,3,0.004672706227500309
157,9,4,0.0014594797424787183
157,9,5,0.12084668290628565
157,9,6,0.0009666084853133484
157,9,7,0.8695944766249388
157,9,8,0.0005801012436670777
157,10,1,0.0028095741055707826
157,10,2,0.008750047256451284
157,10,3,0.002048727127128529
157,10,4,0.008974217476742678
157,10,5,0.7430760305738079
157,10,6,0.0059435938092119904
157,10,7,0.22483081617548323
157,10,8,0.003566993475603628
157,11,1,0.0006683130316491833
157,11,2,0.002081372617094421
157,11,3,0.0004873304586052302
157,11,4,0.0021346959586042084
157,11,5,0.1767553999568678
157,11,6,0.033623894452933276
157,11,7,0.7500291686459792
157,11,8,0.034219824878266754
157,12,1,0.0004589133632883582
157,12,2,0.001429225022905866
157,12,3,0.0003346372870202845
157,12,4,0.001465840789522962
157,12,5,0.12137338527339225
157,12,6,0.0009708213852046485
157,12,7,0.8733845473016522
157,12,8,0.0005826295770135369
157,13,1,0.0028095741055707826
157,13,2,0.008750047256451284
157,13,3,0.002048727127128529
157,13,4,0.008974217476742678
157,13,5,0.7430760305738079
157,13,6,0.0059435938092119904
157,13,7,0.22483081617548323
157,13,8,0.003566993475603628
157,14,1,0.0027642051556398114
157,14,2,0.024756732891092446
157,14,3,0.002015644319927032
157,14,4,0.008829301981342613
157,14,5,0.7310768527770154
157,14,6,0.005847616767921105
157,14,7,0.2212002523751621
157,14,8,0.0035093937318994538
157,15,1,0.0007074566880035236
157,15,2,0.006336113012880276
157,15,3,0.007234797190730593
157,15,4,0.002259726896304769
157,15,5,0.18710811239405023
157,15,6,0.0014966094621836367
157,15,7,0.793959007872309
157,15,8,0.0008981764835379049
157,16,1,0.0027664931559954397
157,16,2,0.02477722464567276
157,16,3,0.0011895882089871894
157,16,4,0.008836610210991214
157,16,5,0.7316819830061276
157,16,6,0.005852456983640001
157,16,7,0.22138334524548212
157,16,8,0.003512298543103587
158,1,2,0.016005598775718125
158,1,3,0.01250105959538106
158,1,5,0.004581854848575099
158,1,10,0.11053213554801149
158,1,12,0.11247136319270065
158,1,13,0.7439079880396137
159,1,2,0.9393675845576301
159,1,3,0.00322270692708442
159,1,5,0.027226520753591724
159,1,12,0.004353826959597457
159,1,14,0.006349618386469631
159,1,16,0.01947974241562664
159,2,2,0.9137219823974054
159,2,3,0.003134724053191738
159,2,5,0.02648321160504097
159,2,10,0.022016226258958747
159,2,12,0.0042349634647144835
159,2,13,0.005284696810791083
159,2,14,0.006176267943378355
159,2,16,0.01894792746651907
159,3,2,0.9372701405607149
159,3,3,0.0032155111845346986
159,3,5,0.027165728680871436
159,3,10,0.02258362158061325
159,3,12,0.004344105623274875
159,3,13,0.0054208923699907525
159,4,2,0.9158091371404518
159,4,3,0.010546460601181305
159,4,5,0.02654370545522451
159,4,10,0.011755935337435608
159,4,12,0.01424810432120089
159,4,14,0.006190375984096084
159,4,16,0.014906281160409979
160,1,2,0.10643657298438527
160,1,3,0.7746599294685375
160,1,5,0.07659286702619002
160,1,10,0.00698308433766527
160,1,12,0.013977821357526626
160,1,13,0.018128057253317148
160,1,14,0.0032216675723783445
161,1,1,0.014819474103381925
161,1,2,0.003327641617960495
161,1,3,0.7037421011991226
161,1,4,0.0025498130931210345
161,1,5,0.012546092049556973
161,1,6,0.00412845136800094
161,1,7,0.001957984292065012
161,1,8,0.0034153070718879867
161,1,10,0.25351313520490304
161,2,1,0.014693476612931678
161,2,2,0.010310933917969374
161,2,3,0.6977587756062773
161,2,4,0.0025281341827488295
161,2,5,0.012439423209477066
161,2,6,0.004093350627705756
161,2,7,0.0034319094328237893
161,2,8,0.0033862695961197563
161,2,10,0.2513577268139465
161,3,1,0.012316469302037418
161,3,2,0.00864290354293952
161,3,3,0.5848802680516363
161,3,4,0.002119150414399084
161,3,5,0.010427060805999897
161,3,6,0.003431157150666638
161,3,7,0.0028767192605421944
161,3,8,0.002838462715646584
161,3,10,0.3724678087561324
162,1,1,0.003642385302830989
162,1,2,0.2672064033236172
162,1,3,0.03747124266938832
162,1,4,0.009340900282839354
162,1,5,0.36796791165133236
162,1,6,0.007611519651584617
162,1,7,0.29907665624531243
162,1,8,0.0076829808730947465
162,2,1,0.0008149749192840302
162,2,2,0.0029752935684400172
162,2,3,0.005084839180075899
162,2,4,0.0020900038906181613
162,2,5,0.08233193200732414
162,2,6,0.03422197961508377
162,2,7,0.8155245494526583
162,2,8,0.05695642736651559
162,3,1,0.0005114623289036291
162,3,2,0.005076421762029177
162,3,3,0.003191145675288761
162,3,4,0.0013116455881271895
162,3,5,0.051669911172966335
162,3,6,0.03541227019728868
162,3,7,0.8438896879305776
162,3,8,0.05893745534481871
162,4,1,0.0005114623289036291
162,4,2,0.005076421762029177
162,4,3,0.003191145675288761
162,4,4,0.0013116455881271895
162,4,5,0.051669911172966335
162,4,6,0.03541227019728868
162,4,7,0.8438896879305776
162,4,8,0.05893745534481871
163,1,1,0.0021944014622920006
163,1,2,0.012276841852182216
163,1,3,0.0022650055813429625
163,1,4,0.009935162662078204
163,1,5,0.025570289888854257
163,1,6,0.6018086897985822
163,1,7,0.2167995737858666
163,1,8,0.12915003496880162
164,1,1,0.03151617316436808
164,1,2,0.01955398344574055
164,1,3,0.032879963626370225
164,1,4,0.006113353315916305
164,1,5,0.0073806902437866745
164,1,6,0.09249646498760279
164,1,7,0.0017017717275911498
164,1,8,0.038194369439755724
164,1,16,0.7701632300488684
165,1,1,0.03670935305310339
165,1,2,0.32004461596921624
165,1,3,0.07255378412548812
165,1,4,0.014897265458725517
165,1,5,0.2839286693857221
165,1,6,0.035498225759646
165,1,7,0.0301968206020074
165,1,8,0.012882176732463101
165,1,11,0.19328908891362814
165,2,1,0.013582691471975501
165,2,2,0.11841852047047308
165,2,3,0.19878311505951135
165,2,4,0.005512081899380685
165,2,5,0.10505539312381783
165,2,6,0.013134566757368748
165,2,7,0.011173013511797256
165,2,8,0.00476648639902183
165,2,11,0.5295741313066538
166,1,1,0.008260194262446653
166,1,2,0.21936642376388202
166,1,3,0.010943679104981476
166,1,4,0.05759176205499495
166,1,5,0.044223743178289636
166,1,6,0.006164611308070232
166,1,7,0.021281045997111208
166,1,8,0.006089285623329286
166,1,19,0.6260792547068945
166,2,1,0.007286444522005324
166,2,2,0.5355401718419286
166,2,3,0.00580283875632453
166,2,4,0.05080257991583308
166,2,5,0.03901044466823154
166,2,6,0.005437898537107257
166,2,7,0.018772338289083396
166,2,8,0.005371452590981966
166,2,19,0.33197583087850424
166,3,1,0.007286444522005324
166,3,2,0.5355401718419286
166,3,3,0.00580283875632453
166,3,4,0.05080257991583308
166,3,5,0.03901044466823154
166,3,6,0.005437898537107257
166,3,7,0.018772338289083396
166,3,8,0.005371452590981966
166,3,19,0.33197583087850424
167,1,3,0.03309792623440063
167,1,5,0.94116895523305
167,1,12,0.00657729816751929
167,1,13,0.0062736908719298904
167,1,14,0.0022169890801015664
167,1,15,0.01066514041299865
168,1,1,0.8151814209091282
168,1,2,0.027515135969232885
168,1,3,0.018479245608382853
168,1,4,0.021887666966525488
168,1,5,0.02958238719052023
168,1,6,0.02108741949144679
168,1,7,0.05875741209282261
168,1,8,0.007509311771941057
168,2,1,0.7904006830520182
168,2,2,0.06283801520830211
168,2,3,0.06476851121903
168,2,4,0.02122230276232627
168,2,5,0.02868311082902238
168,2,6,0.020446382047392103
168,2,7,0.004359959027125401
168,2,8,0.0072810358547835624
169,1,3,0.028791710883971047
169,1,5,0.9028267525685036
169,1,12,0.019126735716211988
169,1,14,0.049254800831313235
169,2,3,0.004313807754821939
169,2,5,0.9928204694963796
169,2,12,0.002865722748798494
170,1,1,0.007991441300325617
170,1,2,0.1477866375142268
170,1,5,0.567947114041724
170,1,7,0.10600868720403976
170,1,10,0.045268297516435824
170,1,12,0.014862258085693771
170,1,17,0.11013556433755417
171,1,1,0.036979152150464024
171,1,2,0.14007268988192492
171,1,3,0.02069752617726353
171,1,4,0.14892106158654128
171,1,5,0.05824427092217362
171,1,6,0.12873004058583934
171,1,7,0.03922212474075359
171,1,8,0.006136486949294411
171,1,17,0.42099664700574524
171,2,1,0.036979152150464024
171,2,2,0.14007268988192492
171,2,3,0.02069752617726353
171,2,4,0.14892106158654128
171,2,5,0.05824427092217362
171,2,6,0.12873004058583934
171,2,7,0.03922212474075359
171,2,8,0.006136486949294411
171,2,17,0.42099664700574524
171,3,1,0.0038288540806743227
171,3,2,0.03449550103445368
171,3,3,0.0021430401443826683
171,3,4,0.015419418272055374
171,3,5,0.006030663263691591
171,3,6,0.27658696024945195
171,3,7,0.054642976791713024
171,3,8,0.020333876027988657
171,3,17,0.5865187101355888
172,1,1,0.0009428935250237157
172,1,2,0.14827321016633416
172,1,3,0.031138821095558863
172,1,4,0.08927376255620616
172,1,5,0.12431589327280511
172,1,6,0.0139082622762239
172,1,7,0.15931808322405944
172,1,8,0.4328290738837886
172,2,1,0.0006740912688199664
172,2,2,0.03238483052979633
172,2,3,0.022261694310961845
172,2,4,0.06382339286117358
172,2,5,0.08887563230285729
172,2,6,0.009943262856349376
