n,t,j,p
1295,1,5,0.8402813462624473
1295,1,12,0.01307114402916039
1295,1,14,0.028453044481360244
1295,1,18,0.07282222074697306
1295,2,1,0.0006273155304910448
1295,2,2,0.005339768706590235
1295,2,3,0.00073820615289067
1295,2,4,0.002662111519902986
1295,2,5,0.013671372599669718
1295,2,6,0.015024237951174723
1295,2,7,0.10520672386666637
1295,2,8,0.014559222212637472
1295,2,17,0.8421710414599769
1295,3,1,0.0006228711397535575
1295,3,2,0.012645070393124968
1295,3,3,0.00047462052089270937
1295,3,4,0.0026432510530308307
1295,3,5,0.013574513971439762
1295,3,6,0.014917794573412758
1295,3,7,0.10446135767318414
1295,3,8,0.014456073367755192
1295,3,17,0.8362044473074061
1296,1,2,0.05625741291409117
1296,1,3,0.028000326532106296
1296,1,5,0.025526536272859945
1296,1,7,0.008277926589676868
1296,1,8,0.024027307581483564
1296,1,9,0.36387282030818385
1296,1,10,0.4173207340980672
1296,1,11,0.07671693570353112
1297,1,2,0.317841156655045
1297,1,3,0.021637377336272856
1297,1,5,0.5950782560967449
1297,1,10,0.027353048494863166
1297,1,12,0.004596955705828426
1297,1,14,0.008095513651737645
1297,1,16,0.025397692059507922
1298,1,1,0.003014075889845406
1298,1,2,0.08859212289532352
1298,1,3,0.0235581271271375
1298,1,4,0.26733204545484096
1298,1,5,0.06673011495162139
1298,1,6,0.04188963749457239
1298,1,7,0.4292154740490579
1298,1,8,0.07966840213760101
1298,2,1,0.0033497321590764163
1298,2,2,0.2227236607731564
1298,2,3,0.015193334361494228
1298,2,4,0.2971029206095037
1298,2,5,0.07416137489616328
1298,2,6,0.01194272930519034
1298,2,7,0.36337871752815465
1298,2,8,0.012147530367261008
1299,1,1,0.008622917498918335
1299,1,2,0.08651433517247033
1299,1,3,0.03711256257177524
1299,1,4,0.0629698405008617
1299,1,5,0.02621178803288937
1299,1,6,0.010660035592039435
1299,1,7,0.017690026807153085
1299,1,8,0.7502184938238925
1299,2,1,0.006093321843282449
1299,2,2,0.06113472479930369
1299,2,3,0.16623180049680442
1299,2,4,0.04449717913224189
1299,2,5,0.018522369092865528
1299,2,6,0.0075328365058914505
1299,2,7,0.16585133388621068
1299,2,8,0.5301364342434
1299,3,1,0.0005713333531213936
1299,3,2,0.011998328090615967
1299,3,3,0.0024589873229936016
1299,3,4,0.004172227105662277
1299,3,5,0.0017367287521904808
1299,3,6,0.009370970972670783
1299,3,7,0.01555086062183442
1299,3,8,0.954140563780911
1300,1,3,0.6588303436166381
1300,1,5,0.29641560087510926
1300,1,12,0.011924360897762313
1300,1,13,0.008427992929389248
1300,1,14,0.0014322074807515408
1300,1,15,0.018466136483344046
1300,1,18,0.004503357717005457
1300,2,2,0.010132669160104874
1300,2,3,0.04415389129528804
1300,2,5,0.019865360401315507
1300,2,7,0.8420967322678765
1300,2,8,0.07887892486634597
1300,2,9,0.0009678467392481899
1300,2,10,0.001177076703044534
1300,2,11,0.002727498566776258
1301,1,2,0.02123397839182769
1301,1,3,0.0016454617800069815
1301,1,5,0.009796207530906157
1301,1,7,0.9124805157630733
1301,1,8,0.05078738398452935
1301,1,9,0.000676525390524896
1301,1,10,0.0028044354806489548
1301,1,11,0.0005754916784826062
1302,1,1,0.003910230877580591
1302,1,2,0.01959074610083315
1302,1,3,0.007918522669805925
1302,1,4,0.010298720411304814
1302,1,5,0.04720665889128046
1302,1,6,0.0795010078992761
1302,1,7,0.828151609739381
1302,1,8,0.003422503410537859
1303,1,1,0.010766321565624681
1303,1,2,0.7259471757212028
1303,1,3,0.01451949351252825
1303,1,4,0.10948597207951352
1303,1,5,0.0613530888018538
1303,1,6,0.01587323963563209
1303,1,7,0.045416263902577164
1303,1,8,0.01663844478106755
1303,2,2,0.929385856471353
1303,2,3,0.0066174874492069295
1303,2,5,0.027962634837504687
1303,2,10,0.004789553194939204
1303,2,12,0.004181144714845477
1303,2,13,0.004781820165237352
1303,2,14,0.005108715982799774
1303,2,16,0.01717278718411365
1304,1,1,0.03660401010093542
1304,1,2,0.13171042264938418
1304,1,5,0.25050325562740494
1304,1,7,0.08335811867102093
1304,1,9,0.19698851377146548
1304,1,10,0.04492336879540682
1304,1,12,0.04101862343584625
1304,1,17,0.21489368694853594
1304,2,1,0.03660401010093542
1304,2,2,0.13171042264938418
1304,2,5,0.25050325562740494
1304,2,7,0.08335811867102093
1304,2,9,0.19698851377146548
1304,2,10,0.04492336879540682
1304,2,12,0.04101862343584625
1304,2,17,0.21489368694853594
1304,3,3,0.4090060112430271
1304,3,5,0.475784842695949
1304,3,14,0.11520914606102384
1304,4,3,0.4090060112430271
1304,4,5,0.475784842695949
1304,4,14,0.11520914606102384
1304,5,3,0.3361890013887891
1304,5,5,0.46235031207511085
1304,5,12,0.08950465125470353
1304,5,14,0.1119560352813966
1305,1,2,0.4075759970834192
1305,1,3,0.08705133177494524
1305,1,5,0.42138957901598184
1305,1,10,0.014177662229055291
1305,1,12,0.0163986525569488
1305,1,13,0.05340677733964969
1306,1,1,0.0114272970596153
1306,1,2,0.2657662110357391
1306,1,3,0.01836340976580524
1306,1,4,0.3060444663645546
1306,1,5,0.08738337309146188
1306,1,7,0.07852673298893645
1306,1,12,0.012184005412502242
1306,1,17,0.22030450428138532
1307,1,1,0.008059814323636772
1307,1,2,0.029829488332173998
1307,1,3,0.018217508532746614
1307,1,4,0.03286597719779671
1307,1,5,0.7037281790835958
1307,1,6,0.012592393195461238
1307,1,7,0.1907105665444596
1307,1,8,0.003996072790129412
1307,2,1,0.0024080926863982413
1307,2,2,0.008912385547276176
1307,2,3,0.003337092498351553
1307,2,4,0.009819620669081854
1307,2,5,0.21025827807146028
1307,2,6,0.07083857720099229
1307,2,7,0.6577599272550664
1307,2,8,0.036666026071373266
1307,3,3,0.015451124690539844
1307,3,5,0.9735201746146168
1307,3,14,0.011028700694843335
1307,4,1,0.007763575645048272
1307,4,2,0.07643994277645849
1307,4,3,0.006596110709786502
1307,4,4,0.03165798737760419
1307,4,5,0.677862632126039
1307,4,6,0.012129559466208894
1307,4,7,0.18370099486483524
1307,4,8,0.0038491970340192834
1308,1,1,0.009822459176371087
1308,1,2,0.03195757574451285
1308,1,3,0.006238856129054218
1308,1,4,0.0010088465448096222
1308,1,5,0.0029023263838623024
1308,1,6,0.0011953947752393124
1308,1,7,0.00035158160458226826
1308,1,8,0.0014287350101732136
1308,1,12,0.945094224631395
1308,2,1,0.024099990598876277
1308,2,2,0.000982078562406081
1308,2,3,0.006374656153518672
1308,2,4,0.0004292715009919403
1308,2,5,0.0012349608665252355
1308,2,6,0.0005086491221930469
1308,2,7,9.654074951997062e-05
1308,2,8,0.00060793707971962
1308,2,12,0.9656659153662491
1308,3,1,0.08332208698223563
1308,3,2,0.003395388685504462
1308,3,3,0.005922877619334289
1308,3,4,0.0014841415476034693
1308,3,5,0.004269691156853427
1308,3,6,0.0017585777151623873
1308,3,7,0.0005172212458061261
1308,3,8,0.0021018508711985306
1308,3,12,0.8972281641763016
1308,4,1,0.015450798540624512
1308,4,2,0.003630529603730058
1308,4,3,0.006333054777517632
1308,4,4,0.0015869228308686542
1308,4,5,0.004565380161016159
1308,4,6,0.0018803645316407837
1308,4,7,0.004941615602756892
1308,4,8,0.0022474103901828683
1308,4,12,0.9593639235616624
1308,5,1,0.015440008224138636
1308,5,2,0.008711870821608982
1308,5,3,0.006328631985699325
1308,5,4,0.0015858145774965897
1308,5,5,0.004562191853519548
1308,5,6,0.0018790513484838178
1308,5,7,0.0005526541539887177
1308,5,8,0.002245840874580166
1308,5,12,0.9586939361604842
1309,1,2,0.28989133844797205
1309,1,3,0.03449163273017412
1309,1,5,0.5195178044077516
1309,1,10,0.0664409079473881
1309,1,12,0.01662018270123938
1309,1,13,0.03360932960360614
1309,1,14,0.03942880416186854
1310,1,1,0.004580210839345844
1310,1,2,0.8182343168762882
1310,1,3,0.030053554211035644
1310,1,4,0.015340418584857463
1310,1,5,0.01795915048038267
1310,1,6,0.04054579927461111
1310,1,7,0.07158948674657067
1310,1,8,0.001697062986908368
1311,1,2,0.04622197614404099
1311,1,3,0.004998786619810118
1311,1,5,0.8543169743979377
1311,1,12,0.005143287610801707
1311,1,14,0.02057318126867248
1311,1,16,0.06874579395873719
1311,2,2,0.10600040054809208
1311,2,3,0.011463667894749409
1311,2,5,0.1982424145068946
1311,2,10,0.37701752856248116
1311,2,12,0.2066815098615399
1311,2,13,0.053414205584002145
1311,2,14,0.04718027304224066
1311,3,1,0.0009006056702820188
1311,3,2,0.01825002575634627
1311,3,3,0.0006278253454070388
1311,3,5,0.9456505128463298
1311,3,7,0.012603247816894531
1311,3,12,0.0006459740265732695
1311,3,17,0.02132180853816723
1312,1,1,0.0008072324419369346
1312,1,2,0.0061914656777913605
1312,1,3,0.961939807200572
1312,1,4,0.006860599154828251
1312,1,5,0.007567162382106364
1312,1,6,0.0024312219459385652
1312,1,7,0.007378618842059583
1312,1,8,0.006823892354766751
1312,2,3,0.9206303685871454
1312,2,5,0.026305503715065192
1312,2,12,0.019462361012369218
1312,2,14,0.0021019112359487962
1312,2,18,0.03149985544947128
1312,3,3,0.9389118406009359
1312,3,5,0.04123932340139109
1312,3,12,0.01984883599767298
1313,1,1,0.015244425708955718
1313,1,2,0.02225788114185408
1313,1,3,0.0045275114696943265
1313,1,4,0.014811631187240246
1313,1,5,0.05076225321717715
1313,1,6,0.004800008032340542
1313,1,7,0.7581356569906078
1313,1,8,0.004181236690251057
1313,1,10,0.12527939556187898
1313,2,2,0.04270308751639683
1313,2,3,0.0014731467464838075
1313,2,5,0.029839417767424586
1313,2,7,0.07558008411419659
1313,2,8,0.047300879509935355
1313,2,9,0.011853756209360836
1313,2,10,0.7844786180137531
1313,2,11,0.006771010122449025
1314,1,2,0.7186353327176939
1314,1,3,0.06346751778157493
1314,1,5,0.16066998090944123
1314,1,10,0.026025726034516534
1314,1,12,0.012329201066499887
1314,1,13,0.0032792707252861783
1314,1,14,0.0013266061203346191
1314,1,16,0.014266364644652705
1314,2,1,0.00013682335219604368
1314,2,2,0.02835249314757253
1314,2,5,0.006338951517354731
1314,2,7,0.6928006019101732
1314,2,12,2.028508799954212e-05
1314,2,17,0.27235084498470385
1315,1,2,0.10719794109404468
1315,1,3,0.5502271141411906
1315,1,5,0.2890949711191068
1315,1,10,0.006289585698286685
1315,1,12,0.034980063946472885
1315,1,14,0.003509512756233058
1315,1,16,0.008700811244665254
1315,2,3,0.19256167458808024
1315,2,5,0.7697553860475173
1315,2,12,0.012241889789899577
1315,2,13,0.016096485966027387
1315,2,14,0.009344563608475442
1316,1,3,0.0004096185765350283
1316,1,5,0.0025736791568649257
1316,1,12,0.0114594461030576
1316,1,14,0.7527562061536888
1316,1,18,0.23280105000985366
1316,2,1,0.01267333395446819
1316,2,2,0.007633530853548799
1316,2,3,0.007173881622480571
1316,2,4,0.010267670158721333
1316,2,5,0.01041087986913041
1316,2,6,0.004160089230508889
1316,2,7,0.004788475721132193
1316,2,8,0.0019700790969601418
1316,2,20,0.9409220594930494
1317,1,1,0.027221025176063368
1317,1,2,0.018830892703649377
1317,1,3,0.011209182344408562
1317,1,5,0.015363709803993889
1317,1,7,0.002773074237659621
1317,1,12,0.8418428025182282
1317,1,17,0.0827593132159971
1318,1,2,0.9362421363447926
1318,1,3,0.0033856670407009285
1318,1,5,0.05344465634555085
1318,1,12,0.0006609656910221665
1318,1,14,0.0005618195075589458
1318,1,16,0.00570475507037432
1318,2,2,0.9375014330049226
1318,2,3,0.0033902209472504805
1318,2,5,0.05351654231887449
1318,2,10,0.0035655013604150875
1318,2,12,0.0006618547258720766
1318,2,13,0.0008018724572725776
1318,2,14,0.0005625751853927027
1318,3,3,0.05774516138573795
1318,3,5,0.911539814393625
1318,3,12,0.011273279398026408
1318,3,13,0.00985948001522119
1318,3,14,0.009582264807389525
1318,4,2,0.9417666489677258
1318,4,3,0.002458444946143903
1318,4,5,0.053760018864655194
1318,4,10,0.001534938146999106
1318,4,12,0.0004799490744758972
1318,5,2,0.9243176001434971
1318,5,3,0.01705185753610648
1318,5,5,0.052763953443365284
1318,5,10,0.002537645816749973
1318,5,12,0.0033289430602812067
1318,6,2,0.9404935734686554
1318,6,3,0.0024551216324226323
1318,6,5,0.05368734633699542
1318,6,10,0.0025820557587808014
1318,6,12,0.0004793002816903526
1318,6,13,0.0003026025214553714
1318,7,2,0.9404935734686554
1318,7,3,0.0024551216324226323
1318,7,5,0.05368734633699542
1318,7,10,0.0025820557587808014
1318,7,12,0.0004793002816903526
1318,7,13,0.0003026025214553714
1319,1,1,0.019858741725916867
1319,1,2,0.034202676740488824
1319,1,3,0.011318709178750561
1319,1,4,0.014069320712499056
1319,1,5,0.015719983571214676
1319,1,6,0.008175854203832985
1319,1,7,0.046989385440721426
1319,1,8,0.002812008363759595
1319,1,10,0.846853320062816
1319,2,1,0.012782292060901
1319,2,2,0.05930972294434065
1319,2,3,0.004438635833057714
1319,2,4,0.009055869144566542
1319,2,5,0.010118335993946482
1319,2,6,0.00526247622951617
1319,2,7,0.0025388368731983106
1319,2,8,0.0018099793370273047
1319,2,10,0.8946838515834459
1320,1,1,0.0043650052182061935
1320,1,2,0.8796510874173974
1320,1,3,0.005720285456308909
1320,1,4,0.08103739907498561
1320,1,5,0.013710984406323607
1320,1,6,0.004515011441096504
1320,1,7,0.007776510242142691
1320,1,8,0.0032237167435387763
1320,2,1,0.023516995046849586
1320,2,2,0.3623465032643412
1320,2,3,0.020077864726673313
1320,2,4,0.43659881658496247
1320,2,5,0.07386959150153134
1320,2,6,0.02432517176700429
1320,2,7,0.0418968921465344
1320,2,8,0.017368164962103437
1320,3,1,0.004925023269508186
1320,3,2,0.17879073522029804
1320,3,3,0.004204786826884607
1320,3,4,0.7791035885990047
1320,3,5,0.015470065641011528
1320,3,6,0.005094274874345767
1320,3,7,0.008774214916943614
1320,3,8,0.003637310652003358
1321,1,1,0.680737471388417
1321,1,2,0.0622795254790297
1321,1,3,0.11591681536414945
1321,1,4,0.049431875067326714
1321,1,5,0.034613939926143214
1321,1,6,0.01766411731084754
1321,1,7,0.03418595696871422
1321,1,8,0.005170298495372381
1322,1,1,0.017817024651581893
1322,1,2,0.4303149613903629
1322,1,3,0.27994342791266047
1322,1,4,0.03935916423284602
1322,1,5,0.03301415890998195
1322,1,6,0.014083284319930188
1322,1,7,0.012040377666879815
1322,1,8,0.009755434166587845
1322,1,12,0.06336302763577388
1322,1,19,0.10030913911339503
1322,2,1,0.4502845778433138
1322,2,2,0.0009755047879450289
1322,2,3,0.014551896574250845
1322,2,4,0.004477099867505396
1322,2,5,0.003755356328382953
1322,2,6,0.1758994198482596
1322,2,7,0.06872250451657047
1322,2,8,0.26662977943409033
1322,2,12,0.003293709131385111
1322,2,19,0.01141015166829643
1322,3,1,0.003673245594614897
1322,3,2,0.0017680448466718764
1322,3,3,0.026374453580699564
1322,3,4,0.008114479238439491
1322,3,5,0.006806361676400354
1322,3,6,0.3188073155954754
1322,3,7,0.12455548292783379
1322,3,8,0.4832507367706198
1322,3,12,0.005969653381659984
1322,3,19,0.020680226387584714
1322,4,1,0.18052656064295047
1322,4,2,0.003789466346827978
1322,4,3,0.5923426740055139
1322,4,4,0.017391835989897516
1322,4,5,0.014588135909340716
1322,4,6,0.006223053153321752
1322,4,7,0.002431297378950639
1322,4,8,0.0043106837846406685
1322,4,12,0.1340721784494591
1322,4,19,0.04432411433909741
1322,5,1,0.0021995036381007643
1322,5,2,0.0010586880110279705
1322,5,3,0.7924395522513218
1322,5,4,0.00485887103013376
1322,5,5,0.004075582991624527
1322,5,6,0.0017385750821949755
1322,5,7,0.0006792474588125997
1322,5,8,0.0012043039374005347
1322,5,12,0.17936255772593498
1322,5,19,0.012383117873448039
1322,6,1,0.0016724648217788093
1322,6,2,0.04039319972241216
1322,6,3,0.6025574368546555
1322,6,4,0.00369460215054511
1322,6,5,0.003099003367695176
1322,6,6,0.14515610419320937
1322,6,7,0.05671133557251642
1322,6,8,0.0009157320475138174
1322,6,12,0.13638421093948405
1322,6,19,0.009415910330189448
1322,7,1,0.009259801059994566
1322,7,2,0.0044570239379941555
1322,7,3,0.06648675862604378
1322,7,4,0.020455605681134265
1322,7,5,0.01715800194744288
1322,7,6,0.8036740922558713
1322,7,7,0.006257582512387095
1322,7,8,0.005070059754811926
1322,7,12,0.015048763086338252
1322,7,19,0.05213231113798173
1322,8,1,0.014784178902229517
1322,8,2,0.41760798360210744
1322,8,3,0.10615261902369201
1322,8,4,0.34222573838553916
1322,8,5,0.027394429831945746
1322,8,6,0.01168600251660569
1322,8,7,0.009990843081746286
1322,8,8,0.008094846743951258
1322,8,12,0.02402682350130564
1322,8,19,0.03803653441087703
1322,9,1,0.0017576679054890488
1322,9,2,0.0008460190320561094
1322,9,3,0.012620318840528404
1322,9,4,0.0038828222507288133
1322,9,5,0.0032568809146053777
1322,9,6,0.33382336128594375
1322,9,7,0.13042213256587382
1322,9,8,0.5060121816569966
1322,9,12,0.002856511465288498
1322,9,19,0.004522104082489577
1322,10,1,0.04817242660892574
1322,10,2,0.11103119551204386
1322,10,3,0.3458852387461911
1322,10,4,0.10641655873934543
1322,10,5,0.0892613765904688
1322,10,6,0.03807740032813151
1322,10,7,0.03255393203095892
1322,10,8,0.026376061414184297
1322,10,12,0.07828844600816572
1322,10,19,0.12393736402158471
1322,11,1,0.04817242660892574
1322,11,2,0.11103119551204386
1322,11,3,0.3458852387461911
1322,11,4,0.10641655873934543
1322,11,5,0.0892613765904688
1322,11,6,0.03807740032813151
1322,11,7,0.03255393203095892
1322,11,8,0.026376061414184297
1322,11,12,0.07828844600816572
1322,11,19,0.12393736402158471
1322,12,1,0.00467594467382944
1322,12,2,0.010777446016955683
1322,12,3,0.7698555272768512
1322,12,4,0.010329517860582539
1322,12,5,0.008664318736427343
1322,12,6,0.003696052488761442
1322,12,7,0.003159906938633717
1322,12,8,0.0025602406307553794
1322,12,12,0.17425083851447043
1322,12,19,0.012030206862732776
1322,13,1,0.00467594467382944
1322,13,2,0.010777446016955683
1322,13,3,0.7698555272768512
1322,13,4,0.010329517860582539
1322,13,5,0.008664318736427343
1322,13,6,0.003696052488761442
1322,13,7,0.003159906938633717
1322,13,8,0.0025602406307553794
1322,13,12,0.17425083851447043
1322,13,19,0.012030206862732776
1322,14,1,0.000833665792435336
1322,14,2,0.0019214915275710864
1322,14,3,0.3003540143516853
1322,14,4,0.001841631219657927
1322,14,5,0.0015447458533337434
1322,14,6,0.0006589625715999856
1322,14,7,0.028268636741694605
1322,14,8,0.00045646071182357237
1322,14,12,0.14876496906046127
1322,14,19,0.5153554221697371
1322,15,1,0.0017668538334635643
1322,15,2,0.004072368930406929
1322,15,3,0.005797390259711734
1322,15,4,0.0039031146651386426
1322,15,5,0.0032739020329916836
1322,15,6,0.3355679896900962
1322,15,7,0.13110374500943692
1322,15,8,0.508656703662782
1322,15,12,0.0013121944029208905
1322,15,19,0.004545737513051338
1323,1,1,0.0013140502334990786
1323,1,2,0.004597254992399652
1323,1,3,0.004376422762601183
1323,1,4,0.0040097066427136315
1323,1,5,0.025247468041131742
1323,1,6,0.1080754104300856
1323,1,7,0.1445291909515191
1323,1,8,0.7078504959460501
1323,2,2,0.31264180986564566
1323,2,3,0.020552082009789155
1323,2,5,0.3453656575045173
1323,2,10,0.2357905121769074
1323,2,12,0.029368485279110863
1323,2,13,0.056281453164029605
1324,1,2,0.022374065900820028
1324,1,3,0.23880519206509676
1324,1,5,0.020356860427623913
1324,1,7,0.013164763343217716
1324,1,8,0.008538241651337434
1324,1,9,0.49544945432670623
1324,1,10,0.07633013175669645
1324,1,11,0.12498129052850142
1324,2,2,0.02282862572952992
1324,2,3,0.2436568469981487
1324,2,5,0.02077043796109818
1324,2,7,0.012697040326003843
1324,2,8,0.008234891561195319
1324,2,9,0.5055151893652762
1324,2,10,0.05877651123537587
1324,2,11,0.12752045682337204
1324,3,2,0.024841774894265332
1324,3,3,0.23033924696004415
1324,3,5,0.019635184062880128
1324,3,12,0.24954705297338914
1324,3,13,0.31564739392299546
1324,3,14,0.10039386627560895
1324,3,16,0.05959548091081676
1325,1,2,0.8418151828095447
1325,1,3,0.004210423196693886
1325,1,5,0.008474891140527145
1325,1,7,0.06590369802894386
1325,1,8,0.03880946592417205
1325,1,9,0.01329386777030045
1325,1,10,0.01726658792173016
1325,1,11,0.01022588320808774
1325,2,1,0.009456696614508008
1325,2,2,0.8557218444975048
1325,2,3,0.007271937958567624
1325,2,4,0.07477303813105281
1325,2,5,0.014637218089602017
1325,2,6,0.014165264408470983
1325,2,7,0.01780345419021839
1325,2,8,0.006170546110075371
1325,3,2,0.9255019198655343
1325,3,3,0.00355125651809387
1325,3,5,0.007148096758198887
1325,3,7,0.00869433060317971
1325,3,8,0.0030133909582914327
1325,3,9,0.01121263406657737
1325,3,10,0.03225341057901863
1325,3,11,0.008624960651105889
1326,1,2,0.2296011208197795
1326,1,3,0.02767638830680658
1326,1,5,0.13618406235396355
1326,1,6,0.2766559928600808
1326,1,7,0.11121001320099223
1326,1,8,0.019987599638939996
1326,1,9,0.0999142317930174
1326,1,10,0.06913155648408383
1326,1,11,0.029639034542336132
1327,1,1,0.0019507932632453668
1327,1,2,0.003839200881487664
1327,1,3,0.0004334347481167194
1327,1,4,0.0001495854317852953
1327,1,5,0.00023831175520681668
1327,1,6,0.0001896590334344825
1327,1,7,6.0593367941016746e-05
1327,1,8,9.925986962748337e-05
1327,1,13,0.029405866108980116
1327,1,14,0.9636332955401751
1327,2,1,0.08376220017189878
1327,2,2,0.04526996359341277
1327,2,3,0.01861060770366355
1327,2,4,0.0064228255838629416
1327,2,5,0.010232512752141487
1327,2,6,0.008143486151125706
1327,2,7,0.0026017281842164027
1327,2,8,0.004261971386420608
1327,2,13,0.8206947044732578
1328,1,2,0.30982270062285494
1328,1,3,0.06688153103145356
1328,1,5,0.5361628554631649
1328,1,10,0.016747087495451826
1328,1,12,0.009945890587559377
1328,1,14,0.015221754694174722
1328,1,16,0.04521818010534068
1329,1,1,0.0021194041335411413
1329,1,2,0.004417720283926994
1329,1,3,0.10446799854347658
1329,1,4,0.0017276997494307415
1329,1,5,0.00492357269671646
1329,1,6,0.0030015650654150977
1329,1,7,0.001581678677720569
1329,1,8,0.0017251240938763051
1329,1,12,0.8760352367558961
1330,1,2,0.003142864299595018
1330,1,3,0.0018819444251548785
1330,1,5,0.0009340883433942931
1330,1,10,0.015308796687019134
1330,1,12,0.005055923300782538
1330,1,13,0.06441508051926492
1330,1,14,0.022172704496276296
1330,1,16,0.04098975916619944
1330,1,19,0.8460988387623134
1330,2,2,0.03463642727503318
1330,2,3,0.02074026270428873
1330,2,5,0.010294266595793413
1330,2,10,0.1687129868084132
1330,2,12,0.05571959302801127
1330,2,13,0.7098964635884601
1331,1,1,0.002948870808008641
1331,1,2,0.008521095954828828
1331,1,3,0.9615151338901512
1331,1,4,0.00443246170291005
1331,1,5,0.008948505499988692
1331,1,6,0.004664925022409751
1331,1,7,0.002140942125986702
1331,1,8,0.006828064995716316
1332,1,2,0.0031754835019441765
1332,1,3,0.970697780719931
1332,1,5,0.005169850064916899
1332,1,10,0.0051212338007554275
1332,1,12,0.00347695552884311
1332,1,13,0.006084727356082838
1332,1,14,0.0005984107611781368
1332,1,16,0.005675558266348495
1332,2,1,0.0007465479879324199
1332,2,2,0.009600817673214858
1332,2,3,0.9710398606424345
1332,2,4,0.002628473174568924
1332,2,5,0.005171671952166142
1332,2,6,0.0012742012037758055
1332,2,7,0.004780410653630822
1332,2,8,0.00475801671227641
1332,3,1,0.0007529858526672585
1332,3,2,0.001060099497852492
1332,3,3,0.979413633495625
1332,3,4,0.002651139841723023
1332,3,5,0.005216269921779876
1332,3,6,0.0012851892917855206
1332,3,7,0.004821634577159556
1332,3,8,0.0047990475214070745
1332,4,3,0.9791914806901199
1332,4,5,0.0036070023402096853
1332,4,12,0.002425870493701386
1332,4,14,0.00041751095077665343
1332,4,15,0.005796101422537045
1332,4,18,0.008562034102655335
1332,5,2,0.0166881971194979
1332,5,3,0.8074358529596464
1332,5,5,0.027169241127771703
1332,5,7,0.025113760296390137
1332,5,8,0.02499611432075853
1332,5,9,0.018225700105183037
1332,5,10,0.056260604003403644
1332,5,11,0.0241105300673486
1332,6,3,0.9390242248143366
1332,6,5,0.03159703089141209
1332,6,13,0.025721384202706147
1332,6,14,0.0036573600915451184
1332,7,3,0.9638148775808786
1332,7,5,0.03243120641168429
1332,7,14,0.003753916007437097
1332,8,1,0.0010769996890764334
1332,8,2,0.0031696084572759714
1332,8,3,0.9689018674936262
1332,8,4,0.0037919394834839966
1332,8,5,0.007460858745214986
1332,8,6,0.001838213112177842
1332,8,7,0.006896409702847026
1332,8,8,0.0068641033162975245
1332,9,1,0.0005145306483217713
1332,9,2,0.0015142629203977742
1332,9,3,0.9676219038645719
1332,9,4,0.0018115781282230976
1332,9,5,0.0035643840255001093
1332,9,6,0.0008781961535880466
1332,9,7,0.020815856841486492
1332,9,8,0.003279287417910794
1333,1,2,0.0775382809561324
1333,1,3,0.08091895942433246
1333,1,5,0.8343575163706651
1333,1,12,0.0028329266919185315
1333,1,13,0.0024444746376434713
1333,1,14,0.0005764238408970289
1333,1,16,0.00133141807841081
1333,2,3,0.08751015871546547
1333,2,5,0.9023195454127756
1333,2,12,0.00306368082588717
1333,2,13,0.002643587671392931
1333,2,14,0.0006233760562806861
1333,2,15,0.0022978795616407297
1333,2,16,0.001541771756557441
1333,3,1,0.01089603712703114
1333,3,2,0.027548664113142343
1333,3,3,0.03222036243180445
1333,3,4,0.0772767074811651
1333,3,5,0.33222500346537076
1333,3,6,0.013839233930073093
1333,3,7,0.4907731691551838
1333,3,8,0.015220822296229302
1333,4,3,0.08784746234003976
1333,4,5,0.9057974919467494
1333,4,12,0.003075489633713362
1333,4,13,0.002653777250711831
1333,4,14,0.0006257788287855329
1333,5,1,0.010570474699650593
1333,5,2,0.028835244055733306
1333,5,3,0.03125765100910233
1333,5,4,0.07496775862441687
1333,5,5,0.3222984606953969
1333,5,6,0.017515722873016854
1333,5,7,0.4945444287649757
1333,5,8,0.02001025927770734
1333,6,3,0.07200621942281869
1333,6,5,0.9254728838375513
1333,6,12,0.002520896739629922
1333,7,3,0.07200621942281869
1333,7,5,0.9254728838375513
1333,7,12,0.002520896739629922
1334,1,2,0.8436953822009454
1334,1,3,0.0063832154303098835
1334,1,5,0.10172507661127629
1334,1,10,0.030237454545091257
1334,1,12,0.0074325184327350725
1334,1,13,0.010526352779642062
1335,1,1,0.7125743090154008
1335,1,2,0.028124394206357674
1335,1,3,0.13646775243161124
1335,1,4,0.02254425431266344
1335,1,5,0.05998051596047587
1335,1,6,0.02493173000579264
1335,1,7,0.004707931972534463
1335,1,8,0.010669112095163882
1336,1,1,0.0019304256491190375
1336,1,2,0.8632826707102372
1336,1,3,0.001867699626861336
1336,1,5,0.024632810750148136
1336,1,7,0.015680540998125703
1336,1,10,0.005295922939336859
1336,1,12,0.000928654721191699
1336,1,17,0.08638127460498009
1336,2,1,0.0007477289121402482
1336,2,2,0.4615223022329234
1336,2,3,0.0007234326848252852
1336,2,5,0.0131690255273202
1336,2,7,0.07999092814331793
1336,2,10,0.00283127025519929
1336,2,12,0.0003597040811944572
1336,2,17,0.440655608163079
1336,3,1,0.0014410274139980532
1336,3,2,0.8894484068905362
1336,3,3,0.0013942035864729471
1336,3,5,0.02537942092701794
1336,3,7,0.011705236850189711
1336,3,10,0.005456440145535237
1336,3,12,0.0006932237519671716
1336,3,17,0.06448204043428273
1336,4,1,0.0027043727732431965
1336,4,2,0.6348474052859614
1336,4,3,0.004984454747241325
1336,4,4,0.05767746859131263
1336,4,5,0.04762949982004891
1336,4,6,0.036090813435958075
